    0.693711614608764648E+01    0.379187345504760742E+01    0.349593895673751831E+01    0.637589875416241725E+01    0.776458813303544382E+01    0.587424521331115538E+05    0.267679238958602739E-03    0.432342290878295898E-02    0.253548640567064254E+01    0.147276885948655192E+02    0.100000000000000000E+01
    0.144310617446899414E+01    0.517582559585571289E+01    0.346481370925903320E+01    0.358034476733697460E+01    0.359168901044097755E+01    0.106876466340100795E+09    0.231978640021610545E+03    0.328556925058364868E+01    0.250727438300847982E+01    0.153349852824233732E+02    0.100000000000000000E+01
    0.566792821884155273E+01    0.395452308654785156E+01    0.264576229453086853E+01    0.292508370226229264E+01    0.718456593016796408E+01    0.563860701503945279E+03    0.356009980635347095E-04    0.113544583320617676E+01    0.256057922720909126E+01    0.147850717272362822E+02    0.100000000000000000E+01
    0.323584699630737305E+01    0.545669984817504883E+01    0.342708128690719604E+01    0.404121806970400677E+01    0.554171229232390772E+01    0.333170753894883819E+04    0.961028153708116224E-04    0.198206931352615356E+01    0.278288618260622034E+01    0.149942522335203012E+02    0.100000000000000000E+01
    0.699549818038940430E+01    0.239130973815917969E+00    0.244015130400657654E+01    0.645107227483303713E+01    0.680703427375533110E+01    0.799294677658822366E+04    0.245011720018792657E-01    0.336576521396636963E+01    0.260002627438306799E+01    0.147377013903039025E+02    0.100000000000000000E+01
    0.729493188858032227E+01    0.342042827606201172E+01    0.680774736404418945E+01    0.376320101127549611E+01    0.582441664660004932E+01    0.168628985647103772E+07    0.306451325109321679E+02    0.153362631797790527E+01    0.296747372311353708E+01    0.147157739258250597E+02    0.100000000000000000E+01
    0.168149614334106445E+01    0.313113307952880859E+01    0.330545875430107117E+01    0.317563522978462753E+01    0.824978816377909396E+01    0.940586508498448666E+03    0.171012343392050329E-02    0.216527700424194336E+01    0.241190376746654511E+01    0.154517289146100882E+02    0.100000000000000000E+01
    0.325279188156127930E+01    0.654059457778930664E+01    0.684196430444717407E+01    0.294383175466072311E+01    0.719710869782028873E+01    0.447150833209163696E+08    0.486552797983329981E+03    0.235428094863891602E+01    0.297573452794551851E+01    0.148293607989102618E+02    0.100000000000000000E+01
    0.794766807556152344E+01    0.799211931228637695E+01    0.421110484004020691E+01    0.378916891195125416E+01    0.458874073371040758E+01    0.161882812046213076E+06    0.122451485459904639E+02    0.634446442127227783E+00    0.263851629221439365E+01    0.147141575612024127E+02    0.100000000000000000E+01
    0.379655694961547852E+01    0.721232318878173828E+01    0.580149787664413452E+01    0.412879090512389801E+01    0.774296018527546437E+01    0.279368645025896607E+06    0.616723590252628129E+00    0.162498354911804199E+00    0.290438589543104175E+01    0.149722562805349249E+02    0.100000000000000000E+01
    0.149229907989501953E+01    0.530795001983642578E+01    0.915191650390625000E+00    0.247562902300265719E+01    0.376431482988189048E+01    0.353438258070897282E+05    0.538012693746554305E-01    0.386351615190505981E+01    0.235886292612552628E+01    0.151667270446252758E+02    0.100000000000000000E+01
    0.422236347198486328E+01    0.234708499908447266E+01    0.348685654997825623E+01    0.742120224668692874E+01    0.764797524276178020E+01    0.515781502663184889E+06    0.259555281140191063E+01    0.314388602972030640E+01    0.251430995547771463E+01    0.148528233344486225E+02    0.100000000000000000E+01
    0.451676273345947266E+01    0.439836549758911133E+01    0.590004268288612366E+01    0.330342349090478749E+01    0.473349067795440703E+01    0.390626505292209572E+03    0.131903531721131958E-02    0.424850583076477051E+00    0.266548142385482789E+01    0.148527532291518316E+02    0.100000000000000000E+01
    0.567967844009399414E+01    0.318661403656005859E+01    0.262187677621841431E+01    0.552595850093549146E+01    0.569991860773296466E+01    0.989860507413415005E+06    0.160260448931918731E+02    0.132258921861648560E+01    0.256495862829685217E+01    0.147763089540237651E+02    0.100000000000000000E+01
    0.219079732894897461E+01    0.700381755828857422E+00    0.441016095876693726E+01    0.252877505642490963E+01    0.275274915763673000E+01    0.427990454463426489E+06    0.138052783009115601E+02    0.108466655015945435E+01    0.250628334754705406E+01    0.151348393477391561E+02    0.100000000000000000E+01
    0.657581472396850586E+01    0.547638797760009766E+01    0.262452366948127747E+01    0.230853750414705328E+01    0.697703447458299841E+01    0.296039455656167679E+07    0.957883630960207988E+01    0.733198523521423340E+00    0.227736093693971631E+01    0.147538188302607658E+02    0.100000000000000000E+01
    0.268288040161132812E+01    0.403118610382080078E+00    0.121885079145431519E+01    0.259909220147589259E+01    0.659960117805857305E+01    0.743067461980769131E+07    0.401667833666240384E+02    0.208522289991378784E+01    0.302903289479017257E+01    0.149587129784368784E+02    0.100000000000000000E+01
    0.269648122787475586E+01    0.572439861297607422E+01    0.915423214435577393E+00    0.605287276318970147E+01    0.652447289326708102E+01    0.922145146812860370E+08    0.154568250972083916E+03    0.398573279380798340E-01    0.282446169906854649E+01    0.151646542189885700E+02    0.100000000000000000E+01
    0.280022144317626953E+01    0.106047821044921875E+01    0.766076090931892395E+01    0.441778791368610513E+01    0.723386855004414997E+01    0.398533598007262924E+03    0.470884619160812611E-02    0.311718344688415527E+01    0.258048226970434191E+01    0.152460391153707278E+02    0.100000000000000000E+01
    0.274943113327026367E+01    0.723938798904418945E+01    0.127334702014923096E+01    0.531590437843662755E+01    0.620180990047976799E+01    0.603299321536470143E+04    0.167043591426322774E+00    0.378907531499862671E+01    0.300476598674058915E+01    0.150905034436717926E+02    0.100000000000000000E+01
    0.431934595108032227E+01    0.213913917541503906E-01    0.742800238728523254E+01    0.480650196574566557E+01    0.783266460313175550E+01    0.107524382126876339E+08    0.359474719941220769E+03    0.175231695175170898E+00    0.276705375349521621E+01    0.149220163836121280E+02    0.100000000000000000E+01
    0.711917972564697266E+01    0.512248945236206055E+01    0.339835125207901001E+01    0.355314907264660729E+01    0.419554532002373293E+01    0.181705370689230222E+05    0.252843376651235529E-03    0.667431950569152832E-01    0.296261353015899687E+01    0.147180070380141235E+02    0.100000000000000000E+01
    0.457732248306274414E+01    0.683793306350708008E+01    0.748259562253952026E+01    0.393906143971657396E+01    0.511193450262832272E+01    0.108232226862605195E+07    0.291773556376500842E+01    0.271368473768234253E+01    0.259534572684764875E+01    0.148347939122336889E+02    0.100000000000000000E+01
    0.107272195816040039E+01    0.447777414321899414E+01    0.308228018879890442E+01    0.275835769039621370E+01    0.457720486497458179E+01    0.739610888008026086E+05    0.193989781721917742E+01    0.262873858213424683E+01    0.265697458070516568E+01    0.152790309697106270E+02    0.100000000000000000E+01
    0.781490707397460938E+01    0.208738422393798828E+01    0.735859978199005127E+01    0.381529350249963839E+01    0.767401125063077760E+01    0.158404483721720462E+05    0.516641305462652078E+00    0.188901126384735107E+00    0.241672089612483987E+01    0.147186210743329227E+02    0.100000000000000000E+01
    0.424671220779418945E+01    0.541920661926269531E-01    0.272240775823593140E+01    0.729500942263109753E+01    0.798834084177854464E+01    0.124434800106794515E+06    0.459530577523931533E-01    0.296017527580261230E+00    0.304857462227344511E+01    0.147473618283933519E+02    0.100000000000000000E+01
    0.385365343093872070E+01    0.541357135772705078E+01    0.163833487033843994E+01    0.415632940062046252E+01    0.742274730077030753E+01    0.731644532985322624E+08    0.468647155538181266E+03    0.318849861621856689E+01    0.291396251440048193E+01    0.148434107718979504E+02    0.100000000000000000E+01
    0.287892055511474609E+01    0.696351814270019531E+01    0.523280608654022217E+01    0.786857306336922058E+01    0.801325012230888234E+01    0.119668093632253017E+08    0.375541895388604345E+02    0.938808321952819824E+00    0.238440951681137081E+01    0.152371786891555470E+02    0.100000000000000000E+01
    0.619635534286499023E+01    0.551637125015258789E+01    0.109255897998809814E+01    0.317992398857915770E+01    0.659925331557563055E+01    0.601684987203947152E+06    0.644339762990290055E+01    0.232425987720489502E+01    0.258936748152971274E+01    0.147584119820320030E+02    0.100000000000000000E+01
    0.499313402175903320E+01    0.766008186340332031E+01    0.914445549249649048E+00    0.594596160818980124E+01    0.622549182491635467E+01    0.668546829490787759E+08    0.122485370691739433E+03    0.415332674980163574E+01    0.291335991787910453E+01    0.147761414795679062E+02    0.100000000000000000E+01
    0.269872617721557617E+01    0.242976903915405273E+01    0.315380308032035828E+01    0.274596103108279932E+01    0.792843967604802558E+01    0.800002549550569523E+07    0.183640298860385712E+03    0.679557919502258301E+00    0.247359390318393713E+01    0.155061923334758927E+02    0.100000000000000000E+01
    0.290060329437255859E+01    0.410571575164794922E+00    0.340443986654281616E+01    0.201845985584528087E+01    0.249192770332690783E+01    0.184602946999584105E+03    0.179156462713518129E-02    0.133268535137176514E+00    0.258032347327470779E+01    0.151709531468269283E+02    0.100000000000000000E+01
    0.656624460220336914E+01    0.315425968170166016E+01    0.553843799233436584E+01    0.521973761345906695E+01    0.704961408780488963E+01    0.999748873614755325E+03    0.386115828551274187E-01    0.125082194805145264E+01    0.224418214857578269E+01    0.147448032579339685E+02    0.100000000000000000E+01
    0.243051528930664062E+01    0.269153070449829102E+01    0.685024249553680420E+01    0.609076026348561150E+01    0.654594943987304134E+01    0.198779399644487239E+05    0.485850812672979360E-01    0.454770028591156006E+01    0.279113297003507599E+01    0.152950657391050289E+02    0.100000000000000000E+01
    0.407034158706665039E+01    0.416636085510253906E+01    0.981002777814865112E+00    0.395494697197381528E+01    0.599243645664681512E+01    0.513951057947248295E+08    0.250506758059349863E+03    0.457361251115798950E+01    0.242946646028757085E+01    0.149816530664855474E+02    0.100000000000000000E+01
